Time,Poke1,Poke2,Line1,Line2,Line3,Line4,Cue1,Cue2,Cue3,Cue4
28.759,False,True,0,0,0,0,False,False,False,False
42.919,True,False,1,0,0,0,False,False,False,False
42.954,False,False,1,0,0,0,False,False,False,False
47.018,True,False,0,0,0,0,False,False,False,False
47.059,True,False,0,0,0,0,False,False,False,False
47.1,True,False,0,0,0,0,False,False,False,False
47.181,True,False,0,0,0,0,False,False,False,False
47.303,True,False,0,0,0,0,False,False,False,False
47.345,True,False,0,0,0,0,False,False,False,False
47.385,True,False,0,0,0,0,False,False,False,False
47.426,True,False,0,0,0,0,False,False,False,False
47.467,True,False,0,0,0,0,False,False,False,False
47.508,True,False,0,0,0,0,False,False,False,False
47.63,True,False,0,0,0,0,False,False,False,False
47.752,True,False,0,0,0,0,False,False,False,False
48.077,True,False,0,0,0,0,False,False,False,False
48.117,True,False,0,0,0,0,False,False,False,False
48.158,True,False,0,0,0,0,False,False,False,False
48.199,True,False,0,0,0,0,False,False,False,False
48.24,True,False,0,0,0,0,False,False,False,False
48.281,True,False,0,0,0,0,False,False,False,False
48.321,True,False,0,0,0,0,False,False,False,False
48.362,True,False,0,0,0,0,False,False,False,False
48.403,True,False,0,0,0,0,False,False,False,False
48.444,True,False,0,0,0,0,False,False,False,False
48.484,True,False,0,0,0,0,False,False,False,False
48.525,True,False,0,0,0,0,False,False,False,False
48.566,True,False,0,0,0,0,False,False,False,False
48.607,True,False,0,0,0,0,False,False,False,False
48.648,True,False,0,0,0,0,False,False,False,False
48.688,True,False,0,0,0,0,False,False,False,False
48.729,True,False,0,0,0,0,False,False,False,False
48.77,True,False,0,0,0,0,False,False,False,False
50.196,True,False,0,0,0,0,False,False,False,False
50.237,True,False,0,0,0,0,False,False,False,False
50.277,True,False,0,0,0,0,False,False,False,False
50.318,True,False,0,0,0,0,False,False,False,False
50.359,True,False,0,0,0,0,False,False,False,False
50.4,True,False,0,0,0,0,False,False,False,False
50.44,True,False,0,0,0,0,False,False,False,False
50.481,True,False,0,0,0,0,False,False,False,False
50.522,True,False,0,0,0,0,False,False,False,False
50.563,True,False,0,0,0,0,False,False,False,False
50.604,True,False,0,0,0,0,False,False,False,False
50.644,True,False,0,0,0,0,False,False,False,False
50.685,True,False,0,0,0,0,False,False,False,False
50.726,True,False,0,0,0,0,False,False,False,False
50.767,True,False,0,0,0,0,False,False,False,False
50.807,True,False,0,0,0,0,False,False,False,False
50.848,True,False,0,0,0,0,False,False,False,False
50.889,True,False,0,0,0,0,False,False,False,False
50.93,True,False,0,0,0,0,False,False,False,False
50.97,True,False,0,0,0,0,False,False,False,False
51.011,True,False,0,0,0,0,False,False,False,False
51.052,True,False,0,0,0,0,False,False,False,False
51.093,True,False,0,0,0,0,False,False,False,False
51.134,True,False,0,0,0,0,False,False,False,False
51.176,True,False,0,0,0,0,False,False,False,False
51.217,True,False,0,0,0,0,False,False,False,False
51.257,True,False,0,0,0,0,False,False,False,False
51.298,True,False,0,0,0,0,False,False,False,False
51.339,True,False,0,0,0,0,False,False,False,False
51.379,True,False,0,0,0,0,False,False,False,False
51.42,True,False,0,0,0,0,False,False,False,False
51.461,True,False,0,0,0,0,False,False,False,False
51.502,True,False,0,0,0,0,False,False,False,False
51.542,True,False,0,0,0,0,False,False,False,False
51.583,True,False,0,0,0,0,False,False,False,False
51.624,True,False,0,0,0,0,False,False,False,False
51.664,True,False,0,0,0,0,False,False,False,False
51.705,True,False,0,0,0,0,False,False,False,False
52.883,True,False,0,0,0,0,False,False,False,False
52.924,True,False,0,0,0,0,False,False,False,False
52.964,True,False,0,0,0,0,False,False,False,False
53.005,True,False,0,0,0,0,False,False,False,False
53.046,True,False,0,0,0,0,False,False,False,False
53.087,True,False,0,0,0,0,False,False,False,False
53.127,True,False,0,0,0,0,False,False,False,False
53.168,True,False,0,0,0,0,False,False,False,False
53.209,True,False,0,0,0,0,False,False,False,False
53.249,True,False,0,0,0,0,False,False,False,False
53.29,True,False,0,0,0,0,False,False,False,False
53.331,True,False,0,0,0,0,False,False,False,False
53.372,True,False,0,0,0,0,False,False,False,False
53.412,True,False,0,0,0,0,False,False,False,False
53.453,True,False,0,0,0,0,False,False,False,False
53.494,True,False,0,0,0,0,False,False,False,False
53.534,True,False,0,0,0,0,False,False,False,False
53.575,True,False,0,0,0,0,False,False,False,False
53.616,True,False,0,0,0,0,False,False,False,False
53.657,True,False,0,0,0,0,False,False,False,False
53.697,True,False,0,0,0,0,False,False,False,False
53.738,True,False,0,0,0,0,False,False,False,False
53.779,True,False,0,0,0,0,False,False,False,False
53.819,True,False,0,0,0,0,False,False,False,False
53.86,True,False,0,0,0,0,False,False,False,False
53.901,True,False,0,0,0,0,False,False,False,False
53.942,True,False,0,0,0,0,False,False,False,False
89.348,False,True,0,0,0,0,False,False,False,False
89.397,False,True,0,0,0,0,False,False,False,False
89.438,False,True,0,0,0,0,False,False,False,False
89.479,False,True,0,0,0,0,False,False,False,False
89.52,False,True,0,0,0,0,False,False,False,False
89.561,False,True,0,0,0,0,False,False,False,False
89.601,False,True,0,0,0,0,False,False,False,False
89.642,False,True,0,0,0,0,False,False,False,False
89.683,False,True,0,0,0,0,False,False,False,False
89.724,False,True,0,0,0,0,False,False,False,False
89.765,False,True,0,0,0,0,False,False,False,False
89.805,False,True,0,0,0,0,False,False,False,False
89.846,False,True,0,0,0,0,False,False,False,False
89.887,False,True,0,0,0,0,False,False,False,False
106.266,True,False,0,0,0,0,False,False,False,False
106.307,True,False,0,0,0,0,False,False,False,False
106.348,True,False,0,0,0,0,False,False,False,False
106.388,True,False,0,0,0,0,False,False,False,False
106.429,True,False,0,0,0,0,False,False,False,False
106.47,True,False,0,0,0,0,False,False,False,False
106.511,True,False,0,0,0,0,False,False,False,False
106.552,True,False,0,0,0,0,False,False,False,False
106.592,True,False,0,0,0,0,False,False,False,False
106.633,True,False,0,0,0,0,False,False,False,False
106.674,True,False,0,0,0,0,False,False,False,False
106.714,True,False,0,0,0,0,False,False,False,False
106.755,True,False,0,0,0,0,False,False,False,False
