Time,Poke1,Poke2,Line1,Line2,Line3,Line4,Cue1,Cue2,Cue3,Cue4
5.113,True,False,0,0,0,0,False,False,False,False
5.154,True,False,0,0,0,0,False,False,False,False
5.195,True,False,0,0,0,0,False,False,False,False
5.235,True,False,0,0,0,0,False,False,False,False
5.276,True,False,0,0,0,0,False,False,False,False
5.317,True,False,0,0,0,0,False,False,False,False
5.357,True,False,0,0,0,0,False,False,False,False
5.398,True,False,0,0,0,0,False,False,False,False
5.439,True,False,0,0,0,0,False,False,False,False
5.48,True,False,0,0,0,0,False,False,False,False
5.52,True,False,0,0,0,0,False,False,False,False
5.561,True,False,0,0,0,0,False,False,False,False
5.602,True,False,0,0,0,0,False,False,False,False
5.643,True,False,0,0,0,0,False,False,False,False
5.683,True,False,0,0,0,0,False,False,False,False
5.724,True,False,0,0,0,0,False,False,False,False
5.765,True,False,0,0,0,0,False,False,False,False
5.806,True,False,0,0,0,0,False,False,False,False
5.846,True,False,0,0,0,0,False,False,False,False
5.887,True,False,0,0,0,0,False,False,False,False
5.928,True,False,0,0,0,0,False,False,False,False
5.968,True,False,0,0,0,0,False,False,False,False
6.009,True,False,0,0,0,0,False,False,False,False
6.05,True,False,0,0,0,0,False,False,False,False
6.091,True,False,0,0,0,0,False,False,False,False
6.131,True,False,0,0,0,0,False,False,False,False
6.172,True,False,0,0,0,0,False,False,False,False
6.213,True,False,0,0,0,0,False,False,False,False
6.254,True,False,0,0,0,0,False,False,False,False
6.294,True,False,0,0,0,0,False,False,False,False
6.335,True,False,0,0,0,0,False,False,False,False
6.376,True,False,0,0,0,0,False,False,False,False
6.417,True,False,0,0,0,0,False,False,False,False
6.458,True,False,0,0,0,0,False,False,False,False
6.498,True,False,0,0,0,0,False,False,False,False
6.539,True,False,0,0,0,0,False,False,False,False
6.58,True,False,0,0,0,0,False,False,False,False
6.621,True,False,0,0,0,0,False,False,False,False
6.661,True,False,0,0,0,0,False,False,False,False
6.702,True,False,0,0,0,0,False,False,False,False
6.743,True,False,0,0,0,0,False,False,False,False
6.784,True,False,0,0,0,0,False,False,False,False
6.824,True,False,0,0,0,0,False,False,False,False
6.865,True,False,0,0,0,0,False,False,False,False
7.312,True,False,0,0,0,0,False,False,False,False
7.353,True,False,0,0,0,0,False,False,False,False
7.475,True,False,0,0,0,0,False,False,False,False
16.54,True,False,0,0,0,0,False,False,False,False
16.58,True,False,0,0,0,0,False,False,False,False
16.621,True,False,0,0,0,0,False,False,False,False
16.662,True,False,0,0,0,0,False,False,False,False
16.703,True,False,0,0,0,0,False,False,False,False
16.744,True,False,0,0,0,0,False,False,False,False
16.784,True,False,0,0,0,0,False,False,False,False
16.825,True,False,0,0,0,0,False,False,False,False
16.866,True,False,0,0,0,0,False,False,False,False
16.907,True,False,0,0,0,0,False,False,False,False
16.948,True,False,0,0,0,0,False,False,False,False
16.988,True,False,0,0,0,0,False,False,False,False
17.029,True,False,0,0,0,0,False,False,False,False
17.07,True,False,0,0,0,0,False,False,False,False
17.111,True,False,0,0,0,0,False,False,False,False
17.151,True,False,0,0,0,0,False,False,False,False
17.192,True,False,0,0,0,0,False,False,False,False
17.233,True,False,0,0,0,0,False,False,False,False
17.274,True,False,0,0,0,0,False,False,False,False
17.315,True,False,0,0,0,0,False,False,False,False
17.355,True,False,0,0,0,0,False,False,False,False
17.396,True,False,0,0,0,0,False,False,False,False
17.437,True,False,0,0,0,0,False,False,False,False
17.478,True,False,0,0,0,0,False,False,False,False
17.519,True,False,0,0,0,0,False,False,False,False
17.722,True,False,0,0,0,0,False,False,False,False
17.763,True,False,0,0,0,0,False,False,False,False
17.803,True,False,0,0,0,0,False,False,False,False
17.844,True,False,0,0,0,0,False,False,False,False
17.885,True,False,0,0,0,0,False,False,False,False
17.926,True,False,0,0,0,0,False,False,False,False
17.966,True,False,0,0,0,0,False,False,False,False
18.007,True,False,0,0,0,0,False,False,False,False
18.048,True,False,0,0,0,0,False,False,False,False
18.089,True,False,0,0,0,0,False,False,False,False
18.129,True,False,0,0,0,0,False,False,False,False
18.17,True,False,0,0,0,0,False,False,False,False
18.211,True,False,0,0,0,0,False,False,False,False
18.252,True,False,0,0,0,0,False,False,False,False
18.292,True,False,0,0,0,0,False,False,False,False
18.333,True,False,0,0,0,0,False,False,False,False
18.374,True,False,0,0,0,0,False,False,False,False
18.415,True,False,0,0,0,0,False,False,False,False
18.455,True,False,0,0,0,0,False,False,False,False
18.496,True,False,0,0,0,0,False,False,False,False
18.537,True,False,0,0,0,0,False,False,False,False
18.577,True,False,0,0,0,0,False,False,False,False
36.838,True,False,0,0,0,0,False,False,False,False
37.65,True,False,0,0,0,0,False,False,False,False
37.691,True,False,0,0,0,0,False,False,False,False
37.732,True,False,0,0,0,0,False,False,False,False
37.772,True,False,0,0,0,0,False,False,False,False
37.813,True,False,0,0,0,0,False,False,False,False
37.854,True,False,0,0,0,0,False,False,False,False
37.894,True,False,0,0,0,0,False,False,False,False
37.935,True,False,0,0,0,0,False,False,False,False
