Time,Poke1,Poke2,Line1,Line2,Line3,Line4,Cue1,Cue2,Cue3,Cue4
16.447,True,False,0,0,0,0,False,False,False,False
16.488,True,False,0,0,0,0,False,False,False,False
16.528,True,False,0,0,0,0,False,False,False,False
16.569,True,False,0,0,0,0,False,False,False,False
16.61,True,False,0,0,0,0,False,False,False,False
16.65,True,False,0,0,0,0,False,False,False,False
16.691,True,False,0,0,0,0,False,False,False,False
16.732,True,False,0,0,0,0,False,False,False,False
16.773,True,False,0,0,0,0,False,False,False,False
19.818,True,False,0,0,0,0,False,False,False,False
33.949,True,False,0,0,0,0,False,False,False,False
33.99,True,False,0,0,0,0,False,False,False,False
34.03,True,False,0,0,0,0,False,False,False,False
34.071,True,False,0,0,0,0,False,False,False,False
34.112,True,False,0,0,0,0,False,False,False,False
34.152,True,False,0,0,0,0,False,False,False,False
34.193,True,False,0,0,0,0,False,False,False,False
34.234,True,False,0,0,0,0,False,False,False,False
34.275,True,False,0,0,0,0,False,False,False,False
50.638,False,True,0,0,0,0,False,False,False,False
50.679,False,True,0,0,0,0,False,False,False,False
50.721,False,True,0,0,0,0,False,False,False,False
50.761,False,True,0,0,0,0,False,False,False,False
50.802,False,True,0,0,0,0,False,False,False,False
50.843,False,True,0,0,0,0,False,False,False,False
50.884,False,True,0,0,0,0,False,False,False,False
50.925,False,True,0,0,0,0,False,False,False,False
50.965,False,True,0,0,0,0,False,False,False,False
51.006,False,True,0,0,0,0,False,False,False,False
51.047,False,True,0,0,0,0,False,False,False,False
51.087,False,True,0,0,0,0,False,False,False,False
51.128,False,True,0,0,0,0,False,False,False,False
51.169,False,True,0,0,0,0,False,False,False,False
51.21,False,True,0,0,0,0,False,False,False,False
51.25,False,True,0,0,0,0,False,False,False,False
51.291,False,True,0,0,0,0,False,False,False,False
51.332,False,True,0,0,0,0,False,False,False,False
51.373,False,True,0,0,0,0,False,False,False,False
51.413,False,True,0,0,0,0,False,False,False,False
51.454,False,True,0,0,0,0,False,False,False,False
51.495,False,True,0,0,0,0,False,False,False,False
51.536,False,True,0,0,0,0,False,False,False,False
51.576,False,True,0,0,0,0,False,False,False,False
51.631,False,True,0,0,0,0,False,False,False,False
51.672,False,True,0,0,0,0,False,False,False,False
51.713,False,True,0,0,0,0,False,False,False,False
51.753,False,True,0,0,0,0,False,False,False,False
51.794,False,True,0,0,0,0,False,False,False,False
51.835,False,True,0,0,0,0,False,False,False,False
51.876,False,True,0,0,0,0,False,False,False,False
51.916,False,True,0,0,0,0,False,False,False,False
51.956,False,True,0,0,0,0,False,False,False,False
51.997,False,True,0,0,0,0,False,False,False,False
52.037,False,True,0,0,0,0,False,False,False,False
52.079,False,True,0,0,0,0,False,False,False,False
52.12,False,True,0,0,0,0,False,False,False,False
52.16,False,True,0,0,0,0,False,False,False,False
52.2,False,True,0,0,0,0,False,False,False,False
52.241,False,True,0,0,0,0,False,False,False,False
52.281,False,True,0,0,0,0,False,False,False,False
52.322,False,True,0,0,0,0,False,False,False,False
52.362,False,True,0,0,0,0,False,False,False,False
52.403,False,True,0,0,0,0,False,False,False,False
52.443,False,True,0,0,0,0,False,False,False,False
56.606,True,False,0,1,0,0,False,False,False,False
56.647,True,False,0,1,0,0,False,False,False,False
56.684,False,False,0,1,0,0,False,False,False,False
60.746,True,False,0,0,0,0,False,False,False,False
60.787,True,False,0,0,0,0,False,False,False,False
60.827,True,False,0,0,0,0,False,False,False,False
60.868,True,False,0,0,0,0,False,False,False,False
60.909,True,False,0,0,0,0,False,False,False,False
60.95,True,False,0,0,0,0,False,False,False,False
60.99,True,False,0,0,0,0,False,False,False,False
61.031,True,False,0,0,0,0,False,False,False,False
61.072,True,False,0,0,0,0,False,False,False,False
61.113,True,False,0,0,0,0,False,False,False,False
61.153,True,False,0,0,0,0,False,False,False,False
61.194,True,False,0,0,0,0,False,False,False,False
61.235,True,False,0,0,0,0,False,False,False,False
61.275,True,False,0,0,0,0,False,False,False,False
61.316,True,False,0,0,0,0,False,False,False,False
61.357,True,False,0,0,0,0,False,False,False,False
61.398,True,False,0,0,0,0,False,False,False,False
61.439,True,False,0,0,0,0,False,False,False,False
61.479,True,False,0,0,0,0,False,False,False,False
61.52,True,False,0,0,0,0,False,False,False,False
61.561,True,False,0,0,0,0,False,False,False,False
61.601,True,False,0,0,0,0,False,False,False,False
61.642,True,False,0,0,0,0,False,False,False,False
61.683,True,False,0,0,0,0,False,False,False,False
61.724,True,False,0,0,0,0,False,False,False,False
61.764,True,False,0,0,0,0,False,False,False,False
61.805,True,False,0,0,0,0,False,False,False,False
61.846,True,False,0,0,0,0,False,False,False,False
61.887,True,False,0,0,0,0,False,False,False,False
61.927,True,False,0,0,0,0,False,False,False,False
61.968,True,False,0,0,0,0,False,False,False,False
62.009,True,False,0,0,0,0,False,False,False,False
62.05,True,False,0,0,0,0,False,False,False,False
62.09,True,False,0,0,0,0,False,False,False,False
62.131,True,False,0,0,0,0,False,False,False,False
62.172,True,False,0,0,0,0,False,False,False,False
62.213,True,False,0,0,0,0,False,False,False,False
62.253,True,False,0,0,0,0,False,False,False,False
62.294,True,False,0,0,0,0,False,False,False,False
62.335,True,False,0,0,0,0,False,False,False,False
62.375,True,False,0,0,0,0,False,False,False,False
62.416,True,False,0,0,0,0,False,False,False,False
62.457,True,False,0,0,0,0,False,False,False,False
62.498,True,False,0,0,0,0,False,False,False,False
62.538,True,False,0,0,0,0,False,False,False,False
62.579,True,False,0,0,0,0,False,False,False,False
62.62,True,False,0,0,0,0,False,False,False,False
62.661,True,False,0,0,0,0,False,False,False,False
62.701,True,False,0,0,0,0,False,False,False,False
62.742,True,False,0,0,0,0,False,False,False,False
62.783,True,False,0,0,0,0,False,False,False,False
62.823,True,False,0,0,0,0,False,False,False,False
62.864,True,False,0,0,0,0,False,False,False,False
62.905,True,False,0,0,0,0,False,False,False,False
62.946,True,False,0,0,0,0,False,False,False,False
62.986,True,False,0,0,0,0,False,False,False,False
63.027,True,False,0,0,0,0,False,False,False,False
63.068,True,False,0,0,0,0,False,False,False,False
63.108,True,False,0,0,0,0,False,False,False,False
63.149,True,False,0,0,0,0,False,False,False,False
63.19,True,False,0,0,0,0,False,False,False,False
63.231,True,False,0,0,0,0,False,False,False,False
63.272,True,False,0,0,0,0,False,False,False,False
63.312,True,False,0,0,0,0,False,False,False,False
63.353,True,False,0,0,0,0,False,False,False,False
63.394,True,False,0,0,0,0,False,False,False,False
63.434,True,False,0,0,0,0,False,False,False,False
63.475,True,False,0,0,0,0,False,False,False,False
63.516,True,False,0,0,0,0,False,False,False,False
63.557,True,False,0,0,0,0,False,False,False,False
63.597,True,False,0,0,0,0,False,False,False,False
63.638,True,False,0,0,0,0,False,False,False,False
63.679,True,False,0,0,0,0,False,False,False,False
63.719,True,False,0,0,0,0,False,False,False,False
63.76,True,False,0,0,0,0,False,False,False,False
63.801,True,False,0,0,0,0,False,False,False,False
63.842,True,False,0,0,0,0,False,False,False,False
63.883,True,False,0,0,0,0,False,False,False,False
67.741,True,False,0,0,0,0,False,False,False,False
67.823,True,False,0,0,0,0,False,False,False,False
67.863,True,False,0,0,0,0,False,False,False,False
67.945,True,False,0,0,0,0,False,False,False,False
67.986,True,False,0,0,0,0,False,False,False,False
68.027,True,False,0,0,0,0,False,False,False,False
68.067,True,False,0,0,0,0,False,False,False,False
68.108,True,False,0,0,0,0,False,False,False,False
68.149,True,False,0,0,0,0,False,False,False,False
68.189,True,False,0,0,0,0,False,False,False,False
68.23,True,False,0,0,0,0,False,False,False,False
68.271,True,False,0,0,0,0,False,False,False,False
68.312,True,False,0,0,0,0,False,False,False,False
68.352,True,False,0,0,0,0,False,False,False,False
68.393,True,False,0,0,0,0,False,False,False,False
68.434,True,False,0,0,0,0,False,False,False,False
68.475,True,False,0,0,0,0,False,False,False,False
