Time,Poke1,Poke2,Line1,Line2,Line3,Line4,Cue1,Cue2,Cue3,Cue4
11.885,True,False,0,0,0,0,False,False,False,False
11.925,True,False,0,0,0,0,False,False,False,False
11.966,True,False,0,0,0,0,False,False,False,False
12.006,True,False,0,0,0,0,False,False,False,False
12.047,True,False,0,0,0,0,False,False,False,False
12.087,True,False,0,0,0,0,False,False,False,False
12.128,True,False,0,0,0,0,False,False,False,False
12.168,True,False,0,0,0,0,False,False,False,False
12.209,True,False,0,0,0,0,False,False,False,False
12.249,True,False,0,0,0,0,False,False,False,False
24.121,True,False,0,0,0,0,False,False,False,False
24.162,True,False,0,0,0,0,False,False,False,False
24.202,True,False,0,0,0,0,False,False,False,False
24.243,True,False,0,0,0,0,False,False,False,False
35.719,False,True,0,0,0,0,False,False,False,False
35.76,False,True,0,0,0,0,False,False,False,False
35.801,False,True,0,0,0,0,False,False,False,False
35.841,False,True,0,0,0,0,False,False,False,False
35.882,False,True,0,0,0,0,False,False,False,False
35.922,False,True,0,0,0,0,False,False,False,False
35.963,False,True,0,0,0,0,False,False,False,False
36.004,False,True,0,0,0,0,False,False,False,False
36.044,False,True,0,0,0,0,False,False,False,False
36.085,False,True,0,0,0,0,False,False,False,False
36.126,False,True,0,0,0,0,False,False,False,False
36.167,False,True,0,0,0,0,False,False,False,False
36.207,False,True,0,0,0,0,False,False,False,False
36.248,False,True,0,0,0,0,False,False,False,False
36.289,False,True,0,0,0,0,False,False,False,False
36.33,False,True,0,0,0,0,False,False,False,False
36.37,False,True,0,0,0,0,False,False,False,False
36.411,False,True,0,0,0,0,False,False,False,False
36.452,False,True,0,0,0,0,False,False,False,False
36.492,False,True,0,0,0,0,False,False,False,False
36.533,False,True,0,0,0,0,False,False,False,False
36.574,False,True,0,0,0,0,False,False,False,False
36.615,False,True,0,0,0,0,False,False,False,False
36.655,False,True,0,0,0,0,False,False,False,False
36.696,False,True,0,0,0,0,False,False,False,False
36.737,False,True,0,0,0,0,False,False,False,False
36.778,False,True,0,0,0,0,False,False,False,False
38.961,True,False,1,0,0,0,False,False,False,False
39.008,True,False,1,0,0,0,False,False,False,False
39.047,False,False,1,0,0,0,False,False,False,False
41.876,True,False,0,0,0,0,False,False,False,False
41.917,True,False,0,0,0,0,False,False,False,False
41.998,True,False,0,0,0,0,False,False,False,False
42.038,True,False,0,0,0,0,False,False,False,False
42.079,True,False,0,0,0,0,False,False,False,False
42.119,True,False,0,0,0,0,False,False,False,False
42.16,True,False,0,0,0,0,False,False,False,False
42.2,True,False,0,0,0,0,False,False,False,False
42.281,True,False,0,0,0,0,False,False,False,False
42.322,True,False,0,0,0,0,False,False,False,False
43.777,True,False,0,0,0,0,False,False,False,False
43.817,True,False,0,0,0,0,False,False,False,False
43.898,True,False,0,0,0,0,False,False,False,False
43.938,True,False,0,0,0,0,False,False,False,False
43.979,True,False,0,0,0,0,False,False,False,False
44.019,True,False,0,0,0,0,False,False,False,False
44.06,True,False,0,0,0,0,False,False,False,False
50.769,True,False,0,0,0,0,False,False,False,False
50.809,True,False,0,0,0,0,False,False,False,False
50.85,True,False,0,0,0,0,False,False,False,False
50.89,True,False,0,0,0,0,False,False,False,False
50.931,True,False,0,0,0,0,False,False,False,False
50.971,True,False,0,0,0,0,False,False,False,False
51.011,True,False,0,0,0,0,False,False,False,False
51.052,True,False,0,0,0,0,False,False,False,False
51.092,True,False,0,0,0,0,False,False,False,False
51.133,True,False,0,0,0,0,False,False,False,False
51.173,True,False,0,0,0,0,False,False,False,False
51.214,True,False,0,0,0,0,False,False,False,False
51.254,True,False,0,0,0,0,False,False,False,False
51.295,True,False,0,0,0,0,False,False,False,False
51.335,True,False,0,0,0,0,False,False,False,False
51.376,True,False,0,0,0,0,False,False,False,False
51.416,True,False,0,0,0,0,False,False,False,False
51.457,True,False,0,0,0,0,False,False,False,False
51.497,True,False,0,0,0,0,False,False,False,False
